ID,TEXT,SOURCE,INTENCAO
92,alvará de funcionamento habilitação jurídica,expression from LLM question,"O usuário deseja entender a necessidade e as condições para a apresentação de alvará de funcionamento no contexto de habilitação jurídica em licitações. Os resultados devem esclarecer que a exigência de alvará de funcionamento para habilitação jurídica é vedada, a menos que seja comprovada como uma exigência explícita do Poder Público para o funcionamento da licitante, conforme indicado no edital. Além disso, os resultados devem abordar que a ausência de alvará de funcionamento não constitui irregularidade nem viola o princípio da isonomia, pois não é um requisito documental obrigatório para habilitação previsto na legislação pertinente."
93,acumulação de cargo secretário municipal professor,expression from LLM question,"O usuário busca informações sobre a possibilidade de acumular o cargo de secretário municipal com o de professor. A resposta deve esclarecer que o cargo de secretário municipal não é considerado técnico ou científico devido à sua natureza política e que sua acumulação com o cargo de professor é permitida se o professor estiver em licença para tratar de interesse particular, não se aplicando, neste caso, a Súmula 246 do TCU."
94,prescrição da pretensão punitiva julgamento das contas,expression from LLM question,"O usuário deseja entender as consequências do reconhecimento da prescrição da pretensão punitiva do TCU no julgamento das contas. Especificamente, os resultados devem cobrir se a prescrição impede o julgamento das contas como irregulares, se afeta a aplicação de sanções, a inelegibilidade ou outros impedimentos ao exercício de cargos públicos, e em que circunstâncias a prescrição pode ser interrompida e retomada em processos de prestação ou tomada de contas."
95,Banco de Preços em Saúde referência medicamentos,expression from LLM question,"O usuário busca entender a validade e aplicabilidade do Banco de Preços em Saúde (BPS) do Ministério da Saúde como referência para a aquisição e precificação de medicamentos. As respostas devem abordar se o BPS é válido para quantificar superfaturamento e sobrepreço, as condições para sua utilização adequada (como o balizamento por critérios que aproximem a pesquisa à contratação analisada), e seu uso tanto por gestores públicos para balizar contratações quanto por órgãos de controle para avaliar a economicidade. Deve-se também considerar a comparação do BPS com outras referências de preço, como a tabela da Cmed, explicando por que o BPS é considerado um referencial de preços de mercado, ao contrário dos preços máximos permitidos pela Cmed. Além disso, é importante mencionar que, embora não seja obrigatório utilizá-lo, as compras devem, sempre que possível, se basear em preços praticados na Administração Pública, e o BPS é uma fonte para isso. Há também a ressalva de que, devido a fragilidades, o BPS pode não ser considerado um parâmetro legítimo para apuração de sobrepreço em certos casos. Por fim, deve-se esclarecer que a pesquisa de preços com base apenas em empresas privadas não atende a exigência de considerar preços da Administração Pública, disponíveis em bancos como o BPS."
96,alteração contratual serviços já previstos no edital ,expression from LLM question,"O usuário busca informações sobre a legalidade e os limites da alteração contratual em licitações públicas, especificamente quando se trata de incluir serviços que já estavam previstos no edital, mas foram omitidos na planilha orçamentária. Os resultados devem abordar a irregularidade dessa prática e as condições excepcionais para alteração contratual, como a ocorrência de fatos supervenientes à celebração do contrato e a comprovação de interesse público no aditamento, sem a necessidade de citar leis ou artigos específicos."
97,licitação princípio da legalidade estrita afastado,expression from LLM question,"O usuário busca entender em quais circunstâncias o princípio da legalidade estrita pode ser flexibilizado ou afastado em procedimentos licitatórios, especialmente quando outros princípios, como o da eficiência e o da seleção da proposta mais vantajosa, e a concretização do interesse público, se sobrepõem à aderência estrita às normas e ao edital."
98,renovação de contrato serviços de natureza continuada pesquisa de preços,expression from LLM question,"O usuário busca informações sobre a necessidade de realizar pesquisa de preços ao renovar contratos de serviços de natureza continuada. Os resultados devem detalhar que essa pesquisa é essencial para demonstrar a vantajosidade econômica da renovação em comparação com uma nova licitação. Deve-se priorizar consultas a portais de compras governamentais e contratações similares de outros entes públicos, utilizando a pesquisa com fornecedores apenas subsidiariamente. Os documentos devem esclarecer que a pesquisa de mercado é necessária para evidenciar condições e preços mais vantajosos e deve ser feita com antecedência suficiente para permitir uma nova licitação, caso necessário. É importante notar que existem exceções onde a pesquisa de mercado pode não ser estritamente necessária para a prorrogação, especificamente quando o contrato já prevê requisitos contratuais claros para reajuste salarial, índices de preços de insumos e limites de preço para a contratação, demonstrando assim a vantajosidade econômica."
99,contratações de software cartas de exclusividade,expression from LLM question,"O usuário busca entender as regras e limitações sobre o uso de cartas de exclusividade na contratação de software, especificamente quando essas cartas são emitidas pelos próprios fabricantes. A informação deve esclarecer que, para contratações baseadas em certas leis de licitação, apenas atestados de exclusividade emitidos por entidades específicas são considerados válidos, e não aqueles fornecidos diretamente pelos fabricantes do software."
100,assistência médica a servidores,expression from LLM question,"O usuário busca informações sobre a possibilidade e as condições para a concessão de auxílio-saúde ou celebração de convênios para assistência médica a servidores públicos. Os resultados devem detalhar que o auxílio é admissível para planos privados coletivos por adesão, desde que o servidor tenha vínculo com pessoa jurídica profissional, classista ou setorial. Também devem explicar que a Administração Pública Federal pode firmar convênios para assistência à saúde de servidores e seus familiares com entidades de autogestão patrocinadas por eles, como a Geap, desde que essas entidades sejam fechadas, sem fins lucrativos e com gestão participativa, cumprindo os requisitos legais para tal."
101,Qual é a modalidade de licitação adequada para a concessão remunerada de uso de bens públicos?,LLM,"O usuário busca a modalidade de licitação mais adequada para a concessão remunerada de uso de bens públicos. Os resultados devem indicar que, em regra, o pregão é a modalidade apropriada, especificamente com o critério de julgamento pela maior oferta em lances sucessivos. Também deve ser mencionado que, em casos como a cessão de áreas comerciais em centrais públicas de abastecimento, a concessão remunerada de uso de bem público deve ser seguida, preferencialmente utilizando-se a modalidade pregão eletrônico."
102,A citação é considerada válida após o falecimento do responsável se a defesa já foi apresentada?,LLM,"O usuário busca entender a validade da citação de um responsável após seu falecimento, especialmente quando a defesa já foi apresentada. Os documentos indicam que, se o falecimento ocorrer após a apresentação da defesa, a citação é considerada válida, garantindo o contraditório e a ampla defesa. O julgamento das contas do falecido é válido, e o espólio ou os sucessores (até o limite do patrimônio transferido) respondem pelo ressarcimento de danos ao erário. No entanto, sanções de caráter personalíssimo, como multas, não se transferem aos sucessores. Se o falecimento ocorrer após o término do prazo para defesa (apresentada ou não), a citação também é válida. Caso o falecimento ocorra antes do julgamento, o processo não é extinto, mas a aplicação de multas é inviável devido à sua natureza personalíssima."
103,A prestação de garantia contratual é permitida juntamente com a exigência de patrimônio líquido mínimo?,LLM,"O usuário busca saber se é permitido exigir, em um processo de licitação, tanto a comprovação de patrimônio líquido mínimo quanto a prestação de garantia contratual simultaneamente. Os documentos indicam que a exigência cumulativa de patrimônio líquido mínimo e garantia de *participação* na licitação é vedada e afronta a lei. No entanto, a exigência de patrimônio líquido mínimo *concomitantemente* com a prestação de garantia *contratual* é permitida. A Administração deve exigir alternativamente patrimônio líquido mínimo ou garantia, mas não ambos para participação. A garantia contratual, por outro lado, pode ser exigida juntamente com o patrimônio líquido mínimo."
104,A exigência de garantia de participação é permitida juntamente com a exigência de patrimônio líquido mínimo?,LLM,"O usuário busca saber se é permitido exigir garantia de participação em licitação ao mesmo tempo que se exige patrimônio líquido mínimo. Os documentos indicam que essa exigência cumulativa é irregular e afronta a legislação. Deve-se cobrir a vedação da exigência simultânea de garantia de participação e de patrimônio líquido mínimo ou capital social mínimo, mesmo que a garantia seja um requisito autônomo. A resposta deve esclarecer que a administração pode exigir um ou outro, mas não ambos concomitantemente, seja para fins de qualificação econômico-financeira ou como requisitos de habilitação. Exceção mencionada é a exigência de garantia de participação juntamente com a garantia contratual, o que não é vedado."
105,Quais são as consequências para os responsáveis que realizam despesas sem cobertura contratual?,LLM,"O usuário busca entender as consequências legais e administrativas para os indivíduos responsáveis pela realização de despesas que não possuem cobertura contratual. As respostas devem detalhar as possíveis penalidades, como multas, julgamento pela irregularidade das contas, e até mesmo a inabilitação para cargos em comissão ou funções de confiança na Administração Pública Federal. Devem ser abordadas as situações em que essas despesas configuram irregularidade grave, incluindo afastamento indevido de licitação, crime de falsidade ideológica e fraude, especialmente quando há pagamento por serviços não realizados ou não executados. Contudo, também é importante mencionar que, na ausência de dano ao erário, a despesa sem cobertura contratual pode ser considerada uma falha formal, resultando apenas em ressalvas. O escopo deve abranger tanto despesas com serviços não previstos, quanto aquisição de bens e serviços sem previsão contratual ou licitação, com destaque para a responsabilidade culposa do gestor."
106,O pregão é adequado para concessões de uso de áreas comerciais em aeroportos?,LLM,"O usuário deseja saber se o pregão é uma modalidade de licitação adequada para a concessão do uso de áreas comerciais em aeroportos. A resposta deve esclarecer que o pregão é cabível neste caso, e que a lei de concessões não se aplica pois o objeto licitado não se trata de delegação de serviço público."
107,Quais normas devem ser observadas na cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios?,LLM,"O usuário busca informações sobre as normas aplicáveis à cessão de áreas comerciais em centrais públicas de abastecimento de gêneros alimentícios. As respostas devem detalhar que tais cessões devem seguir as regras de concessão remunerada de uso de bem público, com preferência pelo pregão eletrônico na licitação."
108,É necessário exigir ao licitante comprovar que já forneceu bens pertinentes e compatíveis com o objeto da licitação?,LLM,"O usuário deseja saber se é necessário exigir dos licitantes a comprovação de que já forneceram bens pertinentes e compatíveis com o objeto da licitação, em termos de características, quantidades e prazos. A resposta deve indicar que é obrigatório o estabelecimento de parâmetros objetivos para essa análise de comprovação, especificamente relacionada à capacidade técnico-operacional."
109,"É permitido a extrapolar os limites estabelecidos no art. 65, §§ 1º e 2º, da Lei 8.666/1993 para alterações consensuais qualitativas de contratos de obras e serviços?",LLM,"O usuário busca entender em quais circunstâncias é permitido exceder os limites para alterações em contratos de obras e serviços estabelecidos na Lei 8.666/1993. As respostas devem cobrir as condições excepcionais que permitem essa extrapolação, especificando que não deve gerar encargos maiores para a administração do que uma rescisão, não deve inviabilizar a execução do contrato pelo contratado, deve decorrer de imprevistos não previsíveis na contratação original, não deve mudar a natureza ou o propósito do objeto contratado, deve ser necessária para a execução completa do objeto original, otimizar o cronograma e antecipar benefícios, e que a rescisão seguida de nova licitação resultaria em sacrifício insuportável ao interesse público. As respostas também devem mencionar que deficiências no projeto executivo não justificam a extrapolação e que os limites percentuais de acréscimo e supressão não podem ser compensados entre si."
110,Qual a responsabilidade do gestor sucessor quando o gestor antecessor omitiu o dever de prestar contas?,LLM,"O usuário busca entender a responsabilidade do gestor sucessor em casos onde o gestor antecessor omitiu o dever de prestar contas. As respostas devem abordar as condições sob as quais o gestor sucessor não é imputado com débito, especialmente quando a aplicação dos recursos, a vigência do convênio e o prazo para prestação de contas ocorreram integralmente na gestão do antecessor. Além disso, é crucial detalhar as responsabilidades do gestor sucessor em tomar providências judiciais ou administrativas para recompor o prejuízo, obter documentos e instaurar a tomada de contas especial, mesmo que o débito não lhe seja imputado diretamente. As respostas devem também cobrir as consequências da não adoção dessas medidas, que podem levar à corresponsabilização e aplicação de multa, e as situações em que a propositura de ações contra o antecessor não afasta a responsabilidade do sucessor se este dispunha de meios para prestar contas. Por fim, deve-se esclarecer as circunstâncias em que o gestor sucessor se exime da responsabilidade, como quando não foi responsável pela execução dos recursos e adotou as medidas cabíveis, ou quando a comprovação de ações judiciais ou representações contra o antecessor elide sua responsabilidade."
111,Qual é a modalidade de licitação utilizada para contratar serviços técnicos necessários à estruturação de projeto de parceria público-privada relativo a infraestrutura de rede de iluminação pública?,LLM,"O usuário busca saber a modalidade de licitação adequada para a contratação de serviços técnicos voltados à estruturação de projetos de parceria público-privada (PPP) em infraestrutura de iluminação pública. A resposta deve indicar que, em regra, esses serviços são considerados comuns e devem ser licitados na modalidade de pregão, cobrindo os aspectos de modernização, eficientização, expansão, operação e manutenção da rede de iluminação pública."
112,O que acontece se não houver compatibilidade entre o objeto do certame e as atividades previstas no contrato social da empresa licitante?,LLM,"O usuário deseja saber qual a consequência da incompatibilidade entre o objeto de uma licitação e as atividades registradas no contrato social de uma empresa que deseja participar. Os resultados devem abordar a exigência de compatibilidade para fins de habilitação jurídica em licitações, detalhando o que é necessário verificar (objeto do certame versus atividades no contrato social da licitante)."
113,Quem é responsável pela gestão dos recursos do Fundo Municipal de Saúde?,LLM,"O usuário busca identificar quem detém a responsabilidade primária pela administração e aplicação adequada dos fundos do Fundo Municipal de Saúde. As respostas devem abordar quem é o gestor principal, mesmo que a execução de atos específicos possa ser delegada. As respostas também devem mencionar que, na ausência de disposição legal específica do fundo, o prefeito pode ser o ordenador de despesas inicial, mas essa competência pode ser formalmente delegada, inclusive ao secretário municipal de saúde, mediante instrumento legal que detalhe as atribuições."
114,É obrigatória pesquisa de mercado na elaboração do orçamento-base da licitação?,LLM,"O usuário deseja saber se a pesquisa de mercado é obrigatória na elaboração do orçamento-base de licitações. As respostas devem cobrir a obrigatoriedade da pesquisa de mercado, os métodos aceitáveis para realizá-la (como consulta a fontes oficiais, orçamentos de pelo menos três fornecedores quando disponíveis, preços correntes de mercado, sistemas de registro de preços, base territorial do Sinapi, Portal de Compras Governamentais, contratações similares de outros entes públicos, sítios especializados e contratos anteriores do órgão), a importância de documentar essa pesquisa no processo licitatório e a necessidade de estimar o custo do objeto e avaliar a razoabilidade dos lances. Deve-se também abordar que a pesquisa não deve se restringir a cotações com fornecedores, considerando-as como prática subsidiária ou suplementar, e que a ausência dessa pesquisa configura descumprimento de exigência legal."
115,A pesquisa de preços correntes no mercado é obrigatória em licitações?,LLM,"O usuário deseja saber se a pesquisa de preços correntes no mercado é um requisito obrigatório em processos de licitação, dispensa ou inexigibilidade. As respostas devem confirmar essa obrigatoriedade, explicando que a ausência dessa pesquisa é considerada um descumprimento legal. Devem também abordar a importância dessa pesquisa como um instrumento indispensável para avaliar a razoabilidade dos valores dos lances, estimar o custo do objeto a ser adquirido e formar o orçamento-base da licitação. É importante mencionar que essa pesquisa deve considerar os quantitativos e ser documentada no processo licitatório, podendo ser realizada através da consulta de preços correntes no mercado, fixados por órgão oficial, constantes em sistema de registro de preços, ou por meio de orçamentos de no mínimo três fornecedores, quando disponíveis. A pesquisa de mercado deve ser efetuada previamente aos certames, ao acionamento de atas de registro de preço e periodicamente durante a vigência destas."
116,O que fazer para verificar a vantajosidade da adesão à ata?,LLM,"O usuário busca entender como verificar se a adesão a uma ata de registro de preços é vantajosa. As respostas devem detalhar que a simples comparação dos preços da ata com cotações internas não é suficiente. É necessário realizar uma pesquisa de mercado mais ampla, utilizando outras fontes como licitações e contratos similares, para comprovar a economicidade e a adequação do preço registrado. A adesão também exige a demonstração da compatibilidade das necessidades do órgão aderente com o objeto da ata e a vantagem de preço em relação a referenciais de mercado. O escopo deve cobrir a necessidade de planejamento prévio e a comprovação formal da vantajosidade, tanto técnica quanto econômica."
117,É permitida a compensação entre acréscimos e supressões nos contratos administrativos?,LLM,"O usuário busca saber se é permitida a compensação entre acréscimos e supressões em contratos administrativos. A resposta deve esclarecer que a regra geral, conforme a legislação, é a vedação dessa compensação, com acréscimos e supressões sendo calculados isoladamente sobre o valor original do contrato. Contudo, é importante abordar as exceções identificadas, como em casos específicos de empreendimentos de grande relevância socioeconômica no setor de infraestrutura hídrica, sob certas condições de data de contrato e acordo com o Ministério da Integração Nacional. Outra exceção mencionada se refere a contratos de obras de infraestrutura celebrados por órgãos vinculados ao Ministério dos Transportes antes de uma data específica, com ressalvas sobre o desvirtuamento do objeto licitado. Adicionalmente, deve-se incluir que a prática de compensação antes da consolidação do entendimento pelo TCU pode não ser punida. O escopo deve cobrir tanto a regra geral quanto as exceções detalhadas, com as devidas condições e limitações."
118,Quais são as condições para que o restabelecimento total ou parcial de quantitativo de item anteriormente suprimido por aditivo contratual não configure compensação vedada pela jurisprudência do TCU?,LLM,"O usuário busca entender as condições sob as quais a restauração, total ou parcial, de uma quantidade de item em um contrato, que foi anteriormente reduzida por meio de um aditivo contratual, não é considerada uma compensação proibida pela jurisprudência do Tribunal de Contas da União (TCU). Os resultados devem abordar que essa restauração é permitida quando motivada por limitações orçamentárias e quando mantidas as condições e preços originais do contrato. Deve ser explicado que, nesses casos, o objeto da licitação permanece inalterado, permitindo não apenas a restauração, mas também acréscimos futuros ao valor original do contrato, desde que dentro dos limites legais aplicáveis."
119,A Administração pode indicar preferência por marcas em licitações para aquisição de cartuchos de tinta?,LLM,"A Administração pode indicar preferência por marcas em licitações para aquisição de cartuchos de tinta? Os resultados devem explicar que, em regra, a Administração deve evitar a indicação de preferência por marcas em licitações de cartuchos de tinta, a menos que seja tecnicamente demonstrado que apenas uma marca atende às necessidades, com a devida justificativa. Também deve ser abordado que não se pode exigir suprimentos do mesmo fabricante do equipamento e que a especificação de marca geralmente não é admitida, exceto em situações específicas como equipamentos em garantia que exigem produtos originais. A indicação de marca só é permitida se for comprovadamente a mais vantajosa e a única a atender às necessidades, ou se usada como parâmetro de qualidade com a inclusão de termos como 'ou equivalente' ou 'ou similar'. Os resultados devem cobrir a proibição de restrições que impliquem marca exclusiva e a possibilidade de indicação de marca como parâmetro se seguida por equivalência 'ou equivalente', 'ou similar' ou 'ou de melhor qualidade'."
120,O TCU é responsável pela fiscalização das ações e serviços de saúde pagos com recursos repassados pela União no âmbito do Sistema Único de Saúde?,LLM,"O usuário deseja confirmar se o Tribunal de Contas da União (TCU) tem responsabilidade pela fiscalização das ações e serviços de saúde que são pagos com recursos provenientes da União, dentro do Sistema Único de Saúde (SUS). Os resultados devem abordar todas as formas de repasse de verbas federais aos estados, Distrito Federal e municípios, incluindo transferências via convênio, fundo a fundo, ou qualquer outro instrumento ou ato legal, independentemente de os recursos já terem sido incorporados ao patrimônio do ente. É importante esclarecer que essa fiscalização abrange os recursos originários da União, mesmo que repassados de forma regular e automática ou por meio de transferências voluntárias, e se aplica à verificação da efetiva realização dos serviços de saúde e da pertinência dos valores pagos. Deve ser mencionado que a fiscalização do TCU se limita à aplicação dos recursos e não à apuração de irregularidades internas dos entes, que podem ser de responsabilidade de outros órgãos de controle."
121,O que deve ser feito se não for possível obter preços referenciais nos sistemas oficiais para estimativa de custos em processos licitatórios?,LLM,"O usuário busca saber os procedimentos a serem seguidos quando não é possível encontrar preços referenciais em sistemas oficiais para estimativa de custos em processos licitatórios. As respostas devem detalhar que, nesses casos, é necessária uma pesquisa de preços com um mínimo de três cotações de fornecedores distintos. Deve-se incluir documentação comprobatória da pesquisa no processo, justificando a impossibilidade de obter o número mínimo de cotações, se for o caso. É importante também mencionar a preferência por preços da Administração Pública e a pesquisa junto a fornecedores como último recurso. Adicionalmente, em obras com recursos da União, os procedimentos para cotação de mercado incluem a documentação detalhada dos parâmetros de busca, a data das cotações não superior a 180 dias, a exclusão de preços inexequíveis ou excessivamente elevados, e a justificativa circunstanciada caso não se consiga o mínimo de três cotações."
122,É necessária ponderação entre a pontuação técnica e a de preço em uma licitação do tipo técnica e preço?,LLM,"O usuário busca entender a necessidade e a forma de ponderação entre a pontuação técnica e a de preço em licitações do tipo ""técnica e preço"". Os resultados devem abordar a obrigatoriedade dessa ponderação, a necessidade de fundamentação expressa para os pesos atribuídos, a compatibilidade dos critérios de pontuação com o objeto licitado, e como garantir que a ponderação não restrinja a competitividade, não estimule propostas menos econômicas, não represente privilégio nem cause aumento indevido de preço devido a diferenças técnicas não substanciais. Devem ser consideradas as análises conjuntas da ponderação com os critérios técnicos e simulações de resultados, especialmente em casos de preponderância da proposta técnica, onde a fundamentação da razoabilidade dos fatores de ponderação é crucial. Também é relevante a menção sobre a possibilidade de adotar referências legais para atribuição de fatores distintos, com limites percentuais, devendo-se demonstrar a pertinência da primazia técnica em relação ao preço. Por fim, os resultados devem indicar que pesos excessivamente elevados para a técnica sem justificativa plausível, ou critérios subjetivos, contrariam as normas, e que a Administração deve justificar circunstanciadamente os pesos, especialmente quando diferentes de 50%, garantindo proporcionalidade e evitando direcionamentos e aumentos de preço indevidos."
123,Como a pontuação desarrazoada pode limitar a competitividade nas licitações do tipo técnica e preço?,LLM,"O usuário busca entender como a pontuação em licitações do tipo técnica e preço pode ser configurada de forma a prejudicar a competitividade. As respostas devem detalhar que a pontuação técnica deve ser baseada em critérios objetivos e distribuída proporcionalmente à relevância de cada quesito para a execução do objeto contratual. Deve-se explicar que pontuações desarrazoadas ou que valorizam excessivamente a técnica em detrimento do preço restringem a competitividade e a possibilidade de obter propostas mais vantajosas. As respostas também devem abordar a necessidade de motivação expressa e fundamentação no processo licitatório para critérios de pontuação progressiva ou para a ponderação entre técnica e preço, a fim de demonstrar sua razoabilidade e evitar privilégios ou aumento indevido de preços. Casos específicos de excesso na valoração da técnica sem estudo suficiente que comprove sua necessidade, ou quantitativos excessivos de serviços de maior relevância, devem ser mencionados como exemplos de irregularidades que limitam a competitividade."
124,É possível prorrogar um contrato administrativo fora do término do prazo de vigência?,LLM,"O usuário busca saber se a prorrogação de um contrato administrativo é possível após o término do prazo de vigência. A resposta deve cobrir a regra geral, que exige a prorrogação antes do fim da vigência, e as exceções. As exceções incluem situações onde a prorrogação fora do prazo é permitida para evitar prejuízo ao interesse público, especialmente em contratos de escopo, se houver inércia da administração em formalizar o aditamento tempestivamente, permitindo a suspensão da contagem do prazo durante paralisações por iniciativa da contratante. Também deve abordar a possibilidade excepcional de prorrogar contratos de dispensa de licitação por emergência, com um período adicional estritamente necessário para conclusão, caso haja fato excepcional ou imprevisível que impeça a execução no tempo previsto."
125,Qual é o problema na exigência de atestado de capacidade técnica para contratação de serviços advocatícios por conselho de fiscalização profissional?,LLM,"O usuário busca entender a problemática na exigência de atestados de capacidade técnica para a contratação de serviços advocatícios por conselhos de fiscalização profissional, especificamente em relação à excessividade dessa exigência quando o atestado é emitido por pessoa jurídica de conselho de classe, pois não se considera como regra a necessidade de expertise específica na prestação de serviços jurídicos para tais entidades."
126,"É necessária reposição de importâncias indevidamente percebidas, de boa-fé, por servidores, em virtude de erro escusável de interpretação de lei por parte do órgão/entidade?",LLM,"O usuário busca saber se é necessário repor valores recebidos indevidamente por servidores, sejam eles ativos, inativos, ou pensionistas. A resposta deve abordar as condições sob as quais essa reposição é dispensada, especificamente quando o recebimento indevido decorre de boa-fé e de um erro escusável de interpretação da lei por parte do órgão ou entidade, ou de uma autoridade com função de orientação e supervisão. Deve-se também mencionar que a presunção de legalidade do ato administrativo e o caráter alimentar das parcelas salariais justificam essa dispensa. Por outro lado, a resposta deve esclarecer que o ressarcimento ao erário é imposto quando o recebimento indevido resulta de erro operacional da Administração, sendo a boa-fé irrelevante nesses casos, e que a dispensa do ressarcimento se restringe à hipótese de erro escusável de interpretação da lei."
127,É possível aquisição direta quando a falta de produto ou serviço pode colocar em risco a saúde das pessoas?,LLM,"O usuário busca entender em quais circunstâncias a aquisição direta de produtos ou serviços é permitida quando a falta destes pode colocar em risco a saúde das pessoas. Os resultados devem cobrir a caracterização de situações emergenciais ou de calamidade pública que justifiquem a dispensa de licitação, enfatizando que a contratação direta deve ser o meio adequado, eficiente e efetivo para afastar o risco iminente. Devem ser abordadas as condições em que a urgência decorrente da falta de produtos ou serviços se sobrepõe ao potencial dano ao erário e a obrigatoriedade de o gestor demonstrar a impossibilidade de aguardar o processo licitatório. É importante que os resultados expliquem que a contratação direta deve se restringir ao estritamente necessário para afastar riscos à segurança de pessoas, obras, serviços e equipamentos, e que a análise deve considerar tanto a emergência real quanto aquela decorrente de inércia administrativa, sem, contudo, isentar o gestor de demonstrar a necessidade e justificar a escolha do fornecedor e o preço."
128,É obrigatória a divulgação dos preços estimados no edital nos pregões para aquisição de medicamentos?,LLM,"O usuário busca saber se é necessário divulgar os preços estimados no edital em pregões para compra de medicamentos, e a resposta é que não é obrigatória a divulgação dos preços unitários no edital do pregão, mesmo que sejam usados para avaliar a aceitabilidade das propostas."
129,"A contratação de professores, conferencistas ou instrutores para ministrar cursos de treinamento ou aperfeiçoamento de pessoal se enquadra na inexigibilidade de licitação?",LLM,"O usuário busca confirmar se a contratação de profissionais para ministrar cursos de treinamento ou aperfeiçoamento de pessoal é uma situação em que a licitação é inexigível. Os resultados devem abordar essa possibilidade de inexigibilidade, especificamente para a contratação de professores, conferencistas ou instrutores com esse propósito."
130,Qual é a diferença entre reajuste de preços e repactuação?,LLM,"O usuário busca entender a distinção entre os conceitos de reajuste de preços e repactuação em contratos. Os resultados devem explicar que o reajuste de preços é um processo automático e periódico, que visa repor a perda do poder aquisitivo da moeda através da aplicação de índices preestabelecidos, refletindo os custos setoriais. Por outro lado, a repactuação, aplicável a contratos de serviços contínuos, não é automática e requer a demonstração analítica da variação dos componentes dos custos do contrato, sendo necessária a comprovação da variação de custos do serviço. Para a repactuação, deve-se observar um prazo mínimo de um ano e a variação deve ser justificada analiticamente, não sendo aceitável a base em variações genéricas como o IGPM. Os resultados também devem abordar o conceito de reequilíbrio econômico como o restabelecimento da relação contratual devido a eventos extraordinários."
131,É possível a aplicação da recomposição mesmo após a aplicação do reajuste previsto no contrato?,LLM,"O usuário busca entender se a recomposição de preços é aplicável mesmo quando um reajuste contratual já foi aplicado. Os resultados devem explicar que a recomposição pode ser justificada mesmo após um reajuste, pois possuem fundamentos distintos: o reajuste visa combater a inflação, enquanto a recomposição busca restabelecer o equilíbrio econômico-financeiro do contrato diante de eventos imprevisíveis ou de consequências incalculáveis que afetem a relação contratual. É importante que, se ambos forem aplicados, a recomposição seja recalculada para evitar sobreposição e desequilíbrio financeiro para a contratante, garantindo que a recomposição vigorará apenas até a data do novo reajuste. A aplicação da recomposição exige a comprovação de tais pressupostos e a análise do impacto na relação contratual e nos demais insumos relevantes."
132,A retenção de pagamentos é permitida em caso de perda da regularidade fiscal?,LLM,"O usuário busca saber se a perda da regularidade fiscal permite a retenção de pagamentos por serviços prestados em contratos de execução continuada ou parcelada. A resposta deve esclarecer que, embora a perda da regularidade fiscal justifique sanções, ela não autoriza a retenção de pagamentos pelos serviços que já foram realizados."
133,Por que despesas desnecessárias e anteriores à celebração do contrato são consideradas irregulares?,LLM,"O usuário busca entender por que despesas consideradas desnecessárias e que ocorreram antes da assinatura de um contrato são tidas como irregulares. A resposta deve cobrir que tais despesas são irregulares quando os critérios de pontuação técnica exigem que os licitantes incorram em gastos que não são necessários ou que antecedem a formalização do contrato, além de poderem comprometer a competitividade do processo licitatório. Exemplos de tais despesas incluem a exigência de plataformas de treinamento a distância ou suporte por linha telefônica 0800 já no início do processo de licitação."
134,Como o vínculo trabalhista ou societário pré-existente afeta a competitividade das licitantes no certame licitatório?,LLM,"O usuário busca entender como vínculos trabalhistas ou societários pré-existentes entre licitantes e profissionais afetam a competitividade de um certame licitatório. Os resultados devem detalhar que a exigência de vínculo empregatício, contrato de trabalho ou vínculo societário para fins de qualificação técnico-operacional ou técnico-profissional pode restringir a competitividade. Deve-se explicar que a comprovação da capacidade do profissional pode ser feita de outras formas, como contrato de prestação de serviços sem vínculo trabalhista, e que a exigência de comprovação de tempo mínimo de contrato ou registro anterior restringe indevidamente o certame. Além disso, os resultados devem abordar a situação em que sócios comuns entre licitantes comprometem a competitividade ao prejudicar a disputa real e o sigilo das propostas, evidenciando a prevalência do interesse do grupo societário sobre os interesses individuais das participantes."
135,É permitido atribuir pontuação a uma empresa licitante nas licitações de técnica e preço com base na posse de determinados tipos de profissionais em seu quadro permanente?,LLM,"O usuário busca saber se é permitido atribuir pontuações adicionais a empresas em licitações de técnica e preço com base na posse de profissionais em seu quadro permanente. Os resultados devem indicar que essa prática é irregular, pois pode inibir a competitividade, privilegiar empresas maiores e não garante a alocação desses profissionais na execução do contrato. Além disso, os resultados devem cobrir que a pontuação baseada unicamente na quantidade de profissionais ou tempo de vínculo é indevida, assim como a exigência de despesas desnecessárias e anteriores à celebração do contrato para fins de pontuação técnica, como a comprovação de vínculo trabalhista ou experiência prévia de profissionais."
136,Um erro material deve levar à desclassificação antecipada da proposta?,LLM,"O usuário busca entender se um erro material em uma proposta de licitação deve resultar em sua desclassificação imediata. Os resultados devem explicar que a mera existência de erro material ou omissão em planilhas de custos não leva necessariamente à desclassificação. A Administração deve, em vez disso, realizar diligências para que o licitante corrija as falhas, sem permitir a alteração do valor global da proposta. Deve-se abordar que desclassificar propostas por erros de baixa materialidade, que poderiam ser sanados por diligência, é irregular e fere os princípios da competitividade, proporcionalidade e razoabilidade, prejudicando o interesse público ao afastar propostas vantajosas. O ônus do erro, caso a proposta seja considerada exequível, recai sobre o licitante."
